s.no,age,division_name,department_name,class_name,clothing_id,title,review_text,alike_feedback_count,rating,recommend_index 
4189,42,General Petite,Tops,Sweaters,942,Itchy scratchy,"Cute sweater, i really like the grey color. unfortunately, it was boxy and a little short on me. almost worth keeping, but even with a t-shirt underneath, i wanted to scratch my skin off. it's very itchy. mine is going back.",1,3,0
2309,36,General,Bottoms,Shorts,529,I could live in these.,"The material is so soft, and lightweight without being sheer. i am 5'1 #145 and ordered a size 28 in blue. they have a relaxed fit, and a polished-casual look.",1,5,1
894,39,General,Tops,Sweaters,940,But wear something underneath,"Colors are great, the fit is flattering, but as soon as you raise your arms, the whole shirt lifts... there is no picture of anyone lifting their arms... be sure to wear something under :-)",0,4,1
14398,34,General Petite,Bottoms,Skirts,1020,Wonderful but going back,"This skirt is beautiful (especially the color) and looks well made. however, i am very pear shaped and this skirt is just too straight to be flattering on me. i agree that it runs small but even when i sized up it still wasn't flattering. i imagine that those who were not bestowed with massive hips will look lovely in this.",5,5,1
1396,29,General,Dresses,Dresses,1083,,"Great everyday dress. i bought a small (5'9, 135lbs) and it really fits nicely.",1,5,1
15653,58,General,Tops,Blouses,829,Perfect white tunic,"I ordered this online in a sz 4, perfect fit and very comfortable. the side slits make it even more interesting since jeans or leggings will show!",1,5,1
15434,37,General,Bottoms,Jeans,1037,So soft!,"Incredibly soft and comfortable, not as fitted as i would like (this often happens to me with skinny pants, though). i want to wear these guys everyday!",0,5,1
15971,42,General Petite,Tops,Fine gauge,907,Unique add for fall/winter,I really like this sweater. i would suggest ordering a size up. i could had worn my normal size but a size up was much more comfortable. i have a burnt orange skirt that i wear with this and it makes the flowers pop.,1,4,1
8975,48,General,Tops,Knits,878,,"Very cute top but runs very very big ! im5 ft 5 in tall, 120 lbs. i ordered the xs but it was so big it looked like a maternity top.. sadly returned the top. otherwise the top was made of good quality fabric.",2,2,0
2861,69,General,Tops,Blouses,818,Cheap fabric,"While i love the design and shape of this blouse, the fabric was of very poor quality. i will return it.",4,2,0
1674,65,General Petite,Tops,Knits,862,,Loved the fit. the size was true and it felt so soft on.,0,5,1
21456,39,General,Tops,Knits,868,Pretty but run large,I bought the neutral color. this is a lightweight tunic sweater that can be worn during spring. the lace detail is so pretty...i ordered my normal size small and would have preferred an extra small...the top flows nice but would've been a better overall fit if i sized down. i'm 5'7 140 lbs for reference. make sure you size down at least 1 size.,0,4,1
15708,39,General,Bottoms,Jeans,1027,"Long on petite, winh it came in petite...","I tried on areturn at my store, size 26 (i am often a 25 in jeans) - because these are tighter fit, teh 26 was fine. length was long though, but fit comfortably and looked nice. the cutout was at my knee, which bothered me a tad (model, seems a bit above the knee). i decided not to purchase them as i found another pair i liekd better, but if you are taller and are looking for a distressed skinny, these are great. (i am 115 lbs and have thighs ad butt form working out)",0,4,1
16396,43,General,Bottoms,Pants,1059,I love these pants!,"I have a few pair of charlie's and one thing i really like about them is their consistent fit. i own this pair in both the orange and gray, bought both in my normal 4. they will stretch so if they are a little snug at try on don't size up. definitely recommend these pants.",1,5,1
13695,46,General,Tops,Knits,872,On the fence,"This top is gorgeous, but the sleeves are all wrong. they're very tight for about 5"" at the bottom, right up to the elbow making it tight when i bend my arms. it's also loose in the armpit area, the bottom of the sleeve starts under my chest, and is styled that way, so i'm considering returning. i actually drove an hour to the nearest store to size up, but the sleeve feels even more tight. ugh! i love the quality & looks otherwise, and the front is double layered so no need to layer. the front i",0,4,1
23066,49,General Petite,Tops,Sweaters,939,,"I thought the sweater itself was beautiful, but found the fabric to be stiff and itchy.",2,2,0
22505,50,General,Tops,Knits,863,,Great staple item. i have it in multiple colors and like them all. easy to add statement necklace to change up the look. wear it under cardi or jacket to make it not look 'tent' like.,0,5,1
23462,36,General,Tops,Blouses,842,Gorgeous and unique,"I love everything about this top. it is high volume and looks good with either a skinny pant or a structured voluminous pant. very sharp, but feminine and frilly look. i love the juxtaposition.",0,5,1
16641,30,General Petite,Dresses,Dresses,1081,Love!,"Really happy with this tunic. at 5'2 i am able to wear this as a dress or a top (with a belt). it's comfy, light material, and can be dressed up or down.",0,5,1
21595,29,General,Bottoms,Skirts,999,Beautiful skirt,"I love everything about this skirt, except that it adds bulk to the waist and/or hip area because of lots of fabric and pleating.   i still love it and when i place the waist band higher on my waist looks super cute with a dainty blouse tucked in.   i'm 5'4 105 and have a tiny belly  pooch that comes and goes through out the day so although this skirt is beautiful it tends to magnify the tiniest of belly pooches and hips.  i think i love the skirt too much to retun.",2,4,1
21482,36,General,Dresses,Dresses,1094,"Super comfortable, nice quality, overpriced","This dress fit perfectly, i think it fit just like it shows on the model i also think the color represents itself nicely in person as well. i do however think that the dress is over priced. for as often as you would wear this dress (given that isn't a basic black and would definitely be remembered by people were you to wear it more than once) i think the price is way too high. 
a must have on sale or clearance, but probably not a keeper for me full price in this color combination, we will see t",0,3,1
20353,44,General,Tops,Blouses,837,Adorable tank!,"I bought this tank in the blue popsicle print, and i think it's cuter in person than it is online. the beautiful pastel colors on the popsicles really stand out and make it special. i am normally a size 4-6, and the small fits me perfectly. also, i appreciate that it's lined. i wore it with skinnies, and received lots of compliments. it's the perfect tank for summer!",1,5,1
11493,55,General,Tops,Knits,865,Stylish & comfortable,"I ordered the green top in store after trying on a medium that was huge. the small fits me well and i love the flowy style and softness of the fabric. i like it with skinny capri jeans and the color will transition well into fall. i'm in florida where it is still very hot in october. if you typically wear either a small or medium, order the small in this top.",0,4,1
15704,37,General,Trend,Trend,1145,So many compliments!,This is such a fun dress to wear. i wanted something comfortable and flirty and this checked off both boxes. im typically a small size 6 but went w x-small on this one to hug the shoulders more.,0,5,1
22185,61,General Petite,Jackets,Outerwear,1122,Beautiful but short,"Liked everything about this coat but the length! it is beautiful and good quality. first, ordered a medium because the fit seemed slight (i'm a 4-6), returned it for a large. unfortunately, the large will also be returned -- the body length is very cropped, not at all as it appears in photo to meet the top of a waistband. i'll hope to find a similar coat with just a bit more length.",2,4,1
11713,33,General,Dresses,Dresses,1094,Odd shape,"This was so unflattering. the bust was too high so it hit me weird on the boobs. the green was a beautiful, vibrant color but the fabric is so delicate that one wrong move would cause a snag.",0,2,0
11103,51,General,Tops,Fine gauge,912,Lint magnet,"So sad becuase i like the design. i would not recomend the lack to anyone that does not live and work and shop in a completely immaculate environment. i wore this to work the day after purchasing and within three hours i honestly looked like i had slept in this sweater for three monthe straight. i had to take the sweater off and work in a t-shirt. 
the marigold color may be better than the black abut showing lint but something intrinsic to the fabric really attracts lint like nothing i have eve",2,2,0
9887,36,General,Dresses,Dresses,1086,Great dress but long,"Very cool dress. very true to size--fits just right in the top. the fabric is just right--not too heavy but opaque enough to cover everything that needs covering. only issue is that it is loooong. looking at the other reviews i think there may be some variation in the length of each individual dress. i am 5' 9"" and this dress pooled around my feet (size m). i will be taking it to the tailor to have at least 3-4"" trimmed off the hem, i would recommend erring on the side of the petite sizing or fa",0,4,1
16262,35,General,Bottoms,Pants,1046,Reminds me of my mamaw,"I got these in the mail today and to me, they look exactly like the pants my mamaw used to wear in the 80s. they were super comfy but not cute at all on me. they do run large like other reviews say. i am usually an 8/10 or med and these in the small were the right choice. going back because they just look horrible on me though",0,2,0
21910,37,General,Tops,Sweaters,936,Classy,"I bought this jacket in the grey blue color and i absolutely love it. it is warm an sophisticated and versatile. i am 5'4"" and 160 lbs and the medium was good for me.",0,5,1
9291,50,General,Tops,Knits,877,Great t-shirt!,"This t-shirt is great! it fits really well and is very flattering. the colors are nice, including the t-shirt color itself. the fit is perfect, including the sleeves. and it's very comfortable. my only concern is how well it will do after you wash it a few times.",4,5,1
4686,43,General Petite,Bottoms,Pants,1052,Not for me,"High quality, yummy soft fabric, gorgeous color. even with those three pros, this jumpsuit is not for me. i am 5'2"" and 150 lbs, size 10-12 m/l in the lines that retailer carries. i own one of their jumpers and it is very flattering! this one, however has capri pants, hits awkwardly at the midsection and makes my torso look even more square. on a tall, thin woman, it probably works!",0,3,0
9286,51,General,Dresses,Dresses,1089,Large fit,I was really excited to get this dress and to my dismay when i pulled it out of the package i could tell i would be disappointed. i tried it on and i was correct....it looked like i was wearing a huge tent. i returned it.,0,2,0
14533,50,General,Bottoms,Jeans,1022,Different type of jean look,"These are really nice jeans (i am a jean fanatic). some ""patches"" are faded others are dark with still others with stitching across them. very distinctive and nice. they are truly a boyfriend fit...so, if you them big, they are. ag makes very nice jeans both in fit and quality. i buy other brands, but not often...",1,5,1
6810,94,General,Dresses,Dresses,1094,,Dress just did not fit will around the hips.  also the string belt was defective - basically about to come off.  looks like someone may have wore it and returned it.  was not flattering at all.,0,1,0
5063,26,General,Tops,Knits,867,Easy & casual,"I purchased this top at my local store this past weekend, and i have to say i already know it will become an easy, go-to top. it does run large, so consider that when choosing what size to order. i generally wear a medium, but purchased a small in this top.",0,5,1
14660,50,General,Bottoms,Jeans,1036,Why did you discontinue these?,I love these pants and wear them all the time. i wish they hadn't been discontinued,1,5,1
663,36,General,Dresses,Dresses,1110,A stunner,"Gorgeous colors, high quality. my only word of caution is that the top part is very tight. if you have a large chest (c+) this is going to be snug, or not fit at all. i'm wearing it now in pregnancy, but i think it will also look great post-partum. can be dressed up or down.",0,5,1
4429,21,General,Dresses,Dresses,1078,Love,"I bought the one with blue and white top and black bottom. absolutely loved it! i am 5""2 so the dress is part is a bit long for me---ended up wearing my 4.5 inch heels to make it fit. the fabric is more heavy than what it seems in the pictures. but that makes it more formal. it's great!",0,5,1
897,26,General,Dresses,Dresses,1084,"I really wanted to love this dress, but...","This dress is beautiful as pictured on the model. but on me, not so much. i am normally a size 0/00 with a 32b bra size. i ordered this dress in an xs and it was just too big and boxy. i also thought the material was going to be thicker, but it was very thin and didn't seem to fall right on my body. beautiful design, just not the right material or fit.",0,3,0
15522,34,General,Tops,Blouses,824,,"Looks great on the picture but when it arrived it was a great disappointment, both the colors and style. the material seems great quality but it's stiff and scratchy, the style is very boxy, and as another reviewer said, just hung. i'm a brunette and the colors looked terrible on me. back it goes.",0,2,0
19961,39,General Petite,Dresses,Dresses,1078,Gorgeous quality knit,"I was lucky enough to get a hold of this intarsia sweater dress after the sale and i wish i had purchased this the first time round. it is absolutely stunning, flattering, comfortable and unique! i am 5'3"" and the regular hem fit me just fine at the ankles. i think this dress runs both tts to a bit large so i would size down if your small framed and stay your usual if your busty or broad shouldered. perfectly complements my taupe booties that i already owned and a my taupe maxi sweater that has",0,5,1
15028,50,General Petite,Dresses,Dresses,1080,Beautiful,"This dress has a marilyn feel to it, felt like a dream",0,5,1
14197,42,General,Tops,Blouses,818,Lovely flowing top with detail,"Contrary to the first review, i find this top to be gorgeous. the fabric has a silkiness to it (with a slightly heavier weight). the lace thru neckline is beautifully done (the eyelets are high-quality). the fit has flow, like on the model, but still a bit of shape (not the formless fit that some blouses like this have). i love the open sleeves. i am 5' 8"" 120lbs 34b and am happy with the xs.",2,5,1
14633,48,General,Tops,Knits,886,Great casual top,"I got this in blue and also in white, both size medium. it's a very comfy casual top and i love the horseshoe neckline and front facing seaming which makes it just a bit different. however....i can't figure out why the blue color fits quite a bit smaller than the white. but it does, so consider this when you order, depending upon how you want it to fit. i'm keeping both but will wear the blue in a different way, definitely not with leggings.",9,5,1
7598,33,General Petite,Dresses,Dresses,1099,Hips don't lie,"It's rare for a dress to completely not work on me, but this dress completely did not work on me. i'm tall and have an hourglass figure. i got this dress in my usual size s. this dress somehow made me look ridiculously pear shaped. the empire type bust of the dress made both my bust (32c) and my waist look pretty much non-existent. it looked so bad on me i actually laughed. it's a shame though, because i had been eyeing this dress for a long time. and it is a beautiful dress, but i would not rec",3,3,0
10688,51,General,Dresses,Dresses,1076,Beautiful and slimming!,"I was pleasantly surprised by how well this dress skims over the body. definitely needs the belt that comes with the dress to add some shape. the color is gorgeous, great print and very light fabric - perfect for summer.",3,5,1
9270,38,General,Tops,Knits,865,Mixed review,I wanted to love this shirt and thought i would based on the reviews. it runs really large however and while i love how flows it is i also looked pregnant. i am keeping though- looks nice layered under a jacket or sweater but alone i feel it looked sloppy and big....... which is sometimes just what you want so it is staying in my closet.,0,3,1
3069,32,General Petite,Bottoms,Jeans,1148,"Nice, but too low","These jeans are great quality, but they just hit too low for me to be comfortable.",0,4,1
21375,42,General Petite,Tops,Sweaters,939,Love boiled wool,Always attracted to wool for its warmth and breathability. this jacket has great style that can be casual or dressed up some. it's slightly more boxy then expected which i think lends to the casual look. find myself wearing it a lot.,15,5,1
3928,28,General,Bottoms,Jeans,1027,"Straight-leg, not skinny","The fit is definitely more ""straight-leg,"" and not skinny, as the photos seem to imply. at 4'11"" and 95 lbs, the size 25 fit my waist and butt wonderfully, and the length was great, but the jean lost shape at the knee. i would recommend these jeans if you are not seeking a skinny fit!",0,3,1
5017,36,General Petite,Bottoms,Pants,1051,,"I love jumpsuits in general. however, it is usually either a yay or a nay and this was definitely a yay! i am currently wearing it right now as i write this review! the waistband hits perfectly on me. i am 5'7 and about 160 and i bought the large. super easy to throw on!",4,5,1
4455,40,General,Bottoms,Pants,1047,Cute but long,"You will need to get these pants hemmed if you are not six foot tall, as they are quite long.  but they are so cute that the extra alteration expense is worth it.  imagine wearing pants that feel like pajamas but that look like a million bucks.  is this not every woman's fashion fantasy?",0,4,1
19643,34,General,Jackets,Outerwear,1116,Runs small,"I typically wear either a 2 or 4 and had to size up with this coat. the 6 fit, but i decided to go with an 8 to ensure it'd fit with layers. the sleeves aren't lined, so it's a little itchy against bare arms. it's really flattering and i love the pattern!",9,4,1
11717,41,General,Tops,Blouses,833,Sheer but pretty,"I'm pretty tan and i always have to be careful with white tops or pants. i love the embroidery detail but this top is practically see-through for me. it is double-lined, but i could still see my bra. very pretty though and i was disappointed that it didn't work for me.",0,3,0
17365,38,General,Tops,Knits,868,Love,This top is beautiful and i'm in love..but.. it'd huuuuggge! i'm always a large in retailer tops. im going to return for a med or maybe even a small ( which is unheard of for me) .... quality is great!!! get it just size down,0,5,1
6103,55,General Petite,Dresses,Dresses,1081,Perfect dress for a civil ceremony!,"This dress is gorgeous. i purchased it recently to wear to my civil wedding ceremony and it is absolutely perfect. it is light, flowy, and comfortable, but the details make it special. the sheer sleeves give it ethereal vibe that i love. the quality seems to be extremely high as well. if you are looking for a white dress that is casual, but still unique and beautiful, please give this one a shot. i cannot wait to wear it on my special day!",0,5,1
19115,28,General,Dresses,Dresses,1095,No good for larger busts,"The design of this dress is very cute, but if you have an average to large bust, don't even think about it. returned, unfortunately.",0,3,0
14718,36,General,Tops,Blouses,850,Great shirt,"It is the perfect top to wear in the summer, it is nice and you can be somewhat dressy or super casual. i don't like anything too tight around my stomach and this has a nice flow with just the right amount of material.",0,4,1
5287,65,General Petite,Jackets,Outerwear,1125,Beautiful coat....................but!,"This is one of the most beautiful coat i've seen. could not wait to wear it. even found the perfect dress boots for it, but the first time i wore it all the buttons broke and fell off. the buttons have a thin plastic shank that you can break just by buttoning your coat. extremely poor quality. i had to have all the buttons remade. a coat this pretty and this expensive should at least have decent buttons. the inside of the coat is pink huge polka-dots- really cute. it also runs very small. i wear",1,4,1
4078,43,General,Bottoms,Skirts,1008,Maintains shape,"Love this skirt because of the colors, the unique style, and for a knit skirt i'm very impressed that it maintains shape throughout the day. great skirt to own. received several compliments. had to size up from a 2 to a 4. 28"" waist and 36"" hips. the size 2fit snugly and not very appropriate for work, but great for a night out. the size 4 is still form fitting, flattering and work appropriate. very comfortable going up a size without compromising the form fit.",0,5,1
12913,34,General,Tops,Sweaters,940,"Warm, soft, pretty.... what's not to love?","This sweater is pretty, fits tts, feels soft against the skin and has a good weight to it so cami is absolutely not needed. i particularly like the buttons on the side. you could unbutton to have the sweater feel more swingy and show more of the underlayer. the design in the back is simple and flattering for all figures, i think. this shade of gray is also appealing to me as it's not too light or dark and has a hint of periwinkle undertone to it. the sweater is on the shorter side but i do think",2,4,1
13012,21,General,Dresses,Dresses,1081,My favorite dress,"This dress is probably the most comfortable dress i've ever had! the fabric is very comfortable and breathable, and it flatters my straight body type.",0,5,1
15710,31,General,Jackets,Outerwear,1115,Classic yet surprising,"I wanted this coat from the first moment i saw it in the catalogue. i tend to gravitate toward dark colors, but this looked timeless and beautiful, like something my grandmother would have cherished (and i would have coveted). i was not disappointed. the coat is carefully lined, and the mohair is divinely soft. the silhouette is not fitted, but comes off surprisingly chic. do note that this is not a coat for heavy duty weather; i've even been a bit chilly wearing it at nights in la. also, heed t",2,5,1
17482,32,General,Tops,Knits,873,Really cute peplum top!,I ordered this in black in a medium. i've ordered several deletta tops before and the mediums fit great but in this top i think i could have done a small. i don't want to hassle with returning it tho and it should work fine.,3,4,1
17657,33,General,Dresses,Dresses,1078,I want to wear this everyday!,"This dress is so soft and comfortable. great winter staple. i purchased the blue motif, which really doesn't have any blue on it. the stripes are fun and make this the perfect dress to throw on and feel great while staying comfortable.",0,5,1
23123,31,General,Tops,Blouses,825,,Loved this top when i received it. unfortunately it runs very big. i ordered a small because it had come up but in reality i need an x small and maybe even that would be too big. im 130 pounds and 34dd. its a nice shirt just a little expensive.,5,4,1
8739,44,General Petite,Tops,Blouses,823,,"Gorgeous blouse, but a touch too large. i may return and try a small.",18,5,1
4306,64,General,Dresses,Dresses,1078,Love it,"This is a perfect dress for summer in florida. it does run larger than it needs to be, even for a swing dress. no problem, i took in the sides several inches on each side, and it looks great. it's very easy to pick the stitches on the straps and make them adjustable.it has a nice, lightweight full lining. my new favorite dress.",0,5,1
13252,36,General,Tops,Knits,862,Fun,These tanks are perfect for working out! they have big armholes so could work with a bralette but probably not a normal bra. the material is soft but they do shrink in th wash,0,4,1
14085,25,General Petite,Dresses,Dresses,1092,The perfect swing dress,"I've been looking for the right swing dress for a long time and this one is perfect. one of my favorite features is the design at the hem of the dress (it looks even better in person!). the material is a thicker, almost canvas-y type of fabric, which i love because it makes the dress feel higher quality to me. i love how comfortable the dress is and it's so easy to throw it on and look amazing. i tried on two sizes at two different stores and received compliments from staff and customers both ti",1,5,1
2224,22,General,Dresses,Dresses,1076,,"This dress looks like it could be cute on but when you put it on its just blah. i saw someone else trying it on in the fitting room and she felt the same. not cute, not flattering, the model photo is deceiving. would not recommend, although it looks airy and comfy.",0,1,0
23230,29,General Petite,Dresses,Dresses,1078,"Beautiful and soft, comfortable","I was so excited to receive this dress! it even has embroidered loops on the hem of the slip underneath which was such a cute detail. it's very pretty on. that being said, i ordered a size 4 which fit me perfectly (150 lbs) but ladies, i do not mean this in any way but in my personal opinion, my arms are out of shape. not toned and flabby. the sleeves on this dress will not do you any justice. it will make your arms look worse because of the shape of the sleeve. so keep that in consideration if",2,5,1
6579,35,General Petite,Dresses,Dresses,1078,"Beautiful bright color, form fitting.","I wasn't sure the color would be good on me (pale with reddish hair) but it is great for my complexion. on to the fit...it fits small, imo. i'm a 10, sometimes 8. i got the 10 and it is very form fitting. don't get me wrong, it does a great job of holding it all in and giving a great overall silhouette. but, it's not that comfy to sit in and i have to suck in to have a flat belly in it. trying to decide if i should send back and try a 12??",1,5,1
23287,47,General,Bottoms,Shorts,326,Phenomenal find!,I happened upon a pair of these shorts that someone had returned. they are the perfect length. they are very well made. i have worn them to my son's baseball game and the sec tournament. they are tailored and have an interesting design. they make me look as though i have lost ten pounds. i am thrilled with them.,2,5,1
5003,56,General,Tops,Blouses,829,My winter wonderland,"I seldom buy prints and almost never buy a traditional button front blouse but this shirt is my favorite purchase of the season. i chose the skier print as it was whimsical and subtle. rather than wear it buttoned and tucked i use it as a jacket over solid tees. i bought it a size larger for this reason. i like the layered look and the fabric is flowy and drapes nicely. i have been so pleased with every piece of ""maeve"" clothing i have purchased. once again thinking slightly outside my comfort-z",0,5,1
19521,41,General,Tops,Blouses,829,Feminine & fun,"Bypassed this blouse online, but it's striking colors caught my eye at the store. bought the olive green color and it's gorgeous! the color is great for both spring and fall. i'm normally a petite xs at 5'0 feet and 104 pounds, the regular xs is a great fit for me. not too boxy and the length hits right at my waist. material is lighweight and flowey. don't hesitate to buy, it's a great piece to add some pop of color and goes great with skinny jeans..",0,5,1
20890,30,General,Dresses,Dresses,1110,Two silhouettes in one,This dress was an adorable a-line in the front and a shift dress (no pleats) in the back. tack onto that a high-low hemline and it's just trying to be too many things. would've loved to see this dress as a true a-line/fit-and-flare. it would've been perfect. fits true to size.,1,3,1
18058,41,General,Tops,Knits,880,Surprisingly cute!,"When i first saw this i thought it was a bit boxy but i was drawn to the colors. the arm-holes are a little large and i got an xs (normally wear a size 2), so i will probably wear a tank underneath, but overall the fit is relaxed and comfortable. i love the colors. it has a little longer length (i'm 5'5""). i see this being cute with white jeans, blue jeans. love it!",28,5,1
5378,51,General,Jackets,Jackets,967,Tight under arms,"This jacket was cute, however, i am normally a large with a bit of room to spare.  this has the irritating issue of not fitting under the arms and across the chest and shoulders.  it is not my shape as most other brands at retailer fit me. this jacket is not sized correctly.",1,1,0
17191,31,General,Bottoms,Pants,1068,,I am so glad i ended up with these pants. wasn't ready to pay full price but ordered them immediately on sale & realized they were definitely worth every penny of full price. they are so soft & have so much detail. these pants are just gorgeous. i'm 32 and can't wait to wear these to cabo!! they may run a little large.,3,5,1
15860,27,General,Bottoms,Skirts,989,Beautiful skirt,"I love this skirt. the material is soft and beautiful. i love wearing it with black tights and boots. the skirt is quite a bit longer than how it appears on the model, however (unless the model is 10 ft tall!). i am 5'2"" and if i place the skirt under my ribs, it reaches right above my knee. it works though and doesn't look bad. i would still recommend you buy this!",3,4,1
10661,45,General,Tops,Fine gauge,895,,"I passed this over on first sight because it looked like it might be on the short side in length. after seeing a few other photos and reading the reviews, i opted to give it a go. the store did not have my usual xs or even a size small, so i tried on the medium. it was too wide as expected, but the shoulders are adjustable so i fiddled with it a bit and decided it was really cute. there were no more xs available to order so i asked if the store could order the small. it arrived and is absolutely",1,4,1
13864,21,General Petite,Dresses,Dresses,1095,Beautiful dress,"I am 5'3' and 120 lbs for reference, and pear shaped and this dress in a 4 petite fit like a glove. granted, not a dress i would want to gain weight in, but fit perfectly. usually i am a 2 in retailer dresses but read other reviews and definitely made the right choice. it hits at a very flattering length even for someone as short as i am.",0,5,1
15627,43,General Petite,Jackets,Jackets,975,Gorgeous jacket,"The images definitely do not do the jacket justice. the detail is beautiful, and the fabric is unexpected and quite luxurious.",1,5,1
14900,45,General,Dresses,Dresses,1110,,This is a great dress!  very different and light but cute details,0,5,1
11096,33,General,Bottoms,Skirts,1008,Surpassed expectations !,"Wow! this skirt blew me away out of the package! i almost had to wonder if i received the right skirt i had ordered! i thought the skirt was mostly an oatmeal isth color , but irl the skirt is predominantly purple with real and beige colors weaved in! the skirt itself is also a fine sweater knit which makes it look more luxurious! i'm thinking this skirt will look awesome in the fall, but might be a bit heavy for some in the summer weather. the skirt is also longer than expected... i'm 5'6"" and",0,5,1
20191,30,General,Jackets,Jackets,968,Chambray vest,"Love this vest! saw it and bought it instantly. i'm 5'8"" and slim and got the xs. it fits perfectly. there is a lot of ""puff"" to it, but it's really warm and soft.",0,5,1
15107,29,General Petite,Tops,Knits,877,Beautiful print,"This top was a great find! it has a beautiful print on the front and goes perfect with my olive green shorts, capris, and pants! it is slightly sheer but not so much as to need a cami underneath. fits true to size. i love it!",0,5,1
20880,36,General,Tops,Blouses,850,Fantastic tank!,"I ordered this because i can&#39;t resist denim shirts.  i love the unusual shape for a tank top and the full-length, bronze zipper in the back is to die for.  it looks great with everything!",0,5,1
14012,46,General,Bottoms,Pants,1059,Fabulous pants,"I have a booty, and these pants love it. they fit my curves (size 10 with flat abs, but as i said a booty) all while looking professional. at m y husband's insistence i'm buying they grey too.",3,5,1
30,42,General,Bottoms,Pants,1056,"I ""heart"" this!",I purchased this jumpsuit for christmas parties this year and have received so many compliments. it's a great fit and very comfortable. i especially love the pockets! very flattering.,4,5,1
12591,34,General,Tops,Knits,862,,Has anybody washed this shirt a second time? just curious if it continues to shrink.,0,3,0
10902,42,General,Tops,Sweaters,936,,"Great jacket! warm as a coat yet thin enough to wear indoors. i dress up with a fitted dress, or dress down with jeans. very versatile and comfortable. i always get compliments on it.",0,5,1
21384,57,General Petite,Jackets,Jackets,964,Absolutely love this jacket!,"This is an amazing jacket! it fits perfectly through the shoulders, with enough give to make it comfortable. i love the color and the feel of it, as well. it will be perfect for the spring and summer evenings.",0,5,1
9430,31,General,Bottoms,Shorts,619,,"The fabric quality and style are amazing. the fabric is very high quality and so soft and the style is nice for an adult. i generally don't wear shorts because of length, style and other problems but i can wear these without feeling like a high schooler. i usually wear a 24/00 in pants, i ordered the 0 and was worried that it would be too loose and look sloppy on me but it fits amazingly. one of my favorite purchases ever!!!",1,5,1
6809,74,General Petite,Tops,Knits,879,Great maternity top,"I bought this top when i was 6 months pregnant and wore it the rest of the pregnancy. i am 5'4, 34d and 135 lbs. i got all the way up to 172lbs and a chest size of 36dd. now that i'm not pregnant...i don't think it flatters my ""new figure"" anymore. ha! but i seriously wore it all the time when i was pregnant...so gotta give it at least 4 stars.",0,4,1
16294,42,General,Bottoms,Shorts,749,Fabric great - difficult to put on,"I know rompers typically aren&amp;#39;t the easiest and while i loved this fabric this was a pain to put on no zipper, etc. and the buttons are tiny and since the fabric doesnt stretch it is difficult to even try on. the length of the shorts was great and the fit was just ok all in all i don&amp;#39;t think it is worth the price.",0,3,0
5730,41,General,Bottoms,Skirts,1016,Would be great but...,"Such a cute skirt- but impossible to get on. ordered in an xs (i have a 25/26 waist) but could barely get it past my knees to step into. if you have any hips at all, unfortunately this skirt won't work. i was tempted to size up but once i got it on it fit great in the waist and already had too much material to size up to a small.",11,2,0
902,37,General,Tops,Knits,860,Beautiful material and cut,I love this shirt. i would recommend an undershirt.,0,5,1
2521,33,General,Bottoms,Skirts,995,Runs too small,I bought this skirt in my usual xxs petite and the waist was way too small. i could not even pull the skirt all the way up. returned,1,2,0
4251,48,General,Tops,Blouses,833,"Super cute and flow, perfect for summer","I wanted this top ever since i saw it online, it is so me. it's a nice mix of feminine and masculine, you can pair it with a nice pair of jeans or even business pants to dress it up. this will make the perfect summer shirt and it hangs so nicely! i highly recommend this shirt, i would get it before its gone!",3,5,1
5456,41,General,Tops,Knits,880,"Well made, good fit","This is a very well made top, i like the cut and it fits true to size. very nice quality and the colors schemes are unique. i'm happy with this purchase.",0,5,1
6685,35,General Petite,Bottoms,Skirts,1008,Good skirt,I'm glad i got this skirt because it's prettier in person than in the picture. fiance loves it so that's a bonus. it's tts although it's longer than shown on the picture. very high quality and looks expensive. i'm very happy with this purchase.,1,5,1
4729,44,General Petite,Bottoms,Pants,1068,Comfortable and pretty linen pants,"My only con would be these are long...even in petite they are long. otherwise i have no complaints. i love the comfortable fold over waist band! ah. i am planning to wear these on a long flight...they will help me look put together and keep my legs warm (i always freeze on airplanes) plus they will feel good! i am 5'4"" and must wear more than a flat sandal...i tried on with a wedge and it worked well. not sure if i will hem or not. might wait till after washing. lovely. ordered my typical pxs (d",6,5,1
12452,54,General Petite,Tops,Blouses,831,Well made and flattering,The blouse is as shown in the picture. it falls nicely and is flattering to wear. the detail on the yoke and hemline is of good quality. i've received a lot of compliments on this top.,0,5,1
8156,83,General,Tops,Fine gauge,895,Very cute top but runs large,"I ordered this top in all 3 colors, love the peplum.look..
returned the green, which is actually my fav color but it wasn't a pretty shade of green and i don't think that it was a flattering contrast with the cream,, especially going into spring/summer..
kept the yellow and the navy and love..
the navy is classic and the yellow is soft and flattering.
it's a very cute top, runs a little large, but is very pretty.",12,4,1
15878,34,General,Tops,Knits,861,So soft!,"A perfect basic tee!
loved how soft it is. not worth full price, but definitely one to add to your cart once on sale.",0,5,1
1181,38,General,Tops,Blouses,828,,This is my new favorite top! looks and fits as described.,1,5,1
